HH1,HH2,LN,MWM1,MWM2,MWM3,MWMINT,MWM4,MWM5,MWM6D,MWM6M,MWM6Y,MWM8,MWM9,MWM17,MWM7H,MWM7M,MWM10H,MWM10M,MWM11,MWM12,MWM13,MWM14,MWM15,MWM22,MWM23,MWM24,MWMHINT,MWMFIN,MWB3M,MWB3Y,MWB4,MWB5,MWB6A,MWB6B,MWB7,MWB9,MWB10A,MWB10B,MWB11,MWB12A,MWB12B,MWB14,MWB15,MWB16,MWB17,MWB18,MWB19A,MWB19B,MWB19C,MWB19D,MWB19E,MWB19F,MWB19X,MWB19NR,MMT1,MMT2,MMT3,MMT4,MMT5,MMT6A,MMT6B,MMT6C,MMT6D,MMT6E,MMT6F,MMT6G,MMT6H,MMT6I,MMT9,MMT10,MMT11,MMT12,MCM1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MCM9,MCM10,MCM11,MCM12,MCM15,MCM16,MCM17,MCM18M,MCM18Y,MDV1A,MDV1B,MDV1C,MDV1D,MDV1E,MVT1,MVT2,MVT3,MVT5,MVT6,MVT7A,MVT7B,MVT7X,MVT7NR,MVT8,MVT9,MVT10,MVT11,MVT12,MVT13,MVT14,MVT17,MVT18A,MVT18B,MVT18X,MVT18NR,MVT19,MVT20,MVT21,MVT22A,MVT22B,MVT22C,MVT22D,MVT22E,MVT22F,MVT22X,MMA1,MMA3,MMA4,MMA5,MMA6,MMA7,MMA8M,MMA8Y,MMA11,MSB1,MSB2U,MSB2N,MSB3,MSB4,MSB6,MSB7,MSB8,MSB9,MSB12,MSB13,MHA1,MHA2,MHA3,MHA4,MHA5,MHA6,MHA7,MHA8A,MHA8B,MHA8C,MHA10,MHA24,MHA25,MHA26,MHA27,MHA28,MHA29,MHA30,MHA31,MHA32,MHA33,MHA34,MHA35,MHA36,MTA1,MTA2,MTA3,MTA4,MTA5,MTA6,MTA7,MTA8A,MTA8B,MTA8C,MTA8D,MTA8X,MTA8NR,MTA9,MTA10,MTA11,MTA12A,MTA12B,MTA12C,MTA12X,MTA12NR,MTA13,MTA14,MTA15,MTA16,MTA17,MLS1,MLS2,MLS3,MLS4,MWM25$1,MWM25$2,MWM25$3,MWM26A$1,MWM26A$2,MWM26A$3,MWM26B$1,MWM26B$2,MWM26B$3,MWM27A$1,MWM27A$2,MWM27A$3,MWM27B$1,MWM27B$2,MWM27B$3,MWM27C$1,MWM27C$2,MWM27C$3,MWM27D$1,MWM27D$2,MWM27D$3,MWM27E$1,MWM27E$2,MWM27E$3,MWM27X$1,MWM27X$2,MWM27X$3,MWM28$1,MWM28$2,MWM28$3,HH4,HH6,HH7,HH7A,MWDOI,MWAGE,MWDOB,MWDOM,MWAGEM,MMSTATUS,mwelevel,minsurance,ethnicity,ethnicity2,mnweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,PSU,stratum
103,19,1,103,19,1,31,31,31,4,12,2020,2,1,1,16,8,16,39,1,1,1,1,3,1, , ,32,3,10,1979,41,1,2,9,1, , , , , , , ,95, , ,1, , ,C, , , , , ,2,0,3,2, , , , , , , , , , ,1,3,1,3,1,2, , ,1,1,2,2, , ,3,1,1, ,21,5,2004,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,1,1998, ,95,1,5,2,1, ,2, , , , ,1,1,8,1,2,2,1,1,1,1,2,2, , ,2,2, ,2,2,1,1,1,1,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,18,4,3,2,7,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,6,958,1177,18,1,2,1,2,2,.821154933249567,-1.44042917279161,1,1, , , ,-1.11334862238573,1,1,103,20
104,2,1,104,2,1,34,31,34,8,12,2020,1,1,1,7,18,7,36,1,1,1,6,3, , , ,32,3,5,1985,35,1,2,7,2, , , , , , , ,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,1,1,1,0,2, , ,2,1,1, ,22,8,2008,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,7,2005, ,95,1,2,2,1, ,2, , , , ,1,1,2,2,2,2,1,1,1,1,1,2, , ,1,2, ,1,2,1,1,1,1,2,1,15,2, , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,15,10,15,3,6,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,1025,1267,20,1,2,1,6,2,.245726489295986,-1.79532748707936,1,1, , , ,-1.45591456281792,1,1,104,90
104,4,1,104,4,1,31,31,31,7,12,2020,1,1,1,16,38,17,3,1,1,1,1,3, , , ,33,3,12,1972,47,1,2,7,1, , , , , , , ,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,2,2,2, , ,4,1,1, ,19,2,1998,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,8,1990, ,95,3,1,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,9, , , , , , , ,1,18,30,1,2,7,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,876,1088,17,1,2,1,6,2,.249077225855604,-.845629658093971,1,1, , , ,-.539217816693022,1,2,104,90
104,6,1,104,6,1,31,31,31,8,12,2020,1,1,1,14,57,15,24,1,1,1,1,3,1, , ,31,3,6,1982,38,2, , , , , , , , , ,1,95, , ,1, , ,C, , , , , ,0,0,0,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,1,2,1,1,0,4,1,1, ,19,10,2006,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,11,1999, ,95,1,4,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,16,7,2,2,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,990,1199,17,1,0,1,6,2,.245726489295986,-2.33839646806394,1,1, , , ,-1.98011242091114,1,1,104,90
104,8,1,104,8,1,31,31,31,7,12,2020,1,1,1,17,39,18,2,1,1,1,1,3, , , ,33,3,4,1982,38,2, , , , , , , , , ,1,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,1,2,2, , ,3,1,1, ,20,4,2006,2,2,2,2,8,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,1999, ,95,1,3,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,10,1,3,6,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,988,1198,17,1,0,1,6,2,.245726489295986,-.522928099154,1,2, , , ,-.227729825438224,1,2,104,90
104,10,2,104,10,2,34,31,34,8,12,2020,2,1,1,9,24,9,48,1,1,1,6,3,2,2, ,34,3,7,1992,28,1,2,8,1, , , , , , , ,95, , ,1, , ,C, , , , , ,1,0,1,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,0,1,2, , ,1,1, , , ,1,2018,2,2,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,1,3,1,2,2018, ,20,3,1,1,3,26,2, , , , ,1,1,2,1,2,2,1,1,1,1,1,2, , ,1,2, ,2,2,1,1,1,2,1,1,17,2, , ,1,1, ,B, , , , ,10,2, , , , , , , ,1,18,4,18,3,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,3,1111,1418,25,2,2,1,6,2,.412880917904324,-.627872402967095,1,1, , , ,-.329027415991405,1,2,104,90
104,10,3,104,10,3,34,31,34,8,12,2020,2,1,1,9,2,9,22,1,1,1,6,3,2,1,1,34,3,11,1998,22,1,2,7,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,1,0,0,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,1,11,2019, ,95,3,6,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,1,19,1,2,10,1,1, ,B, , , , ,9,2, , , , , , , ,1,18,4,20,3,7,1,1,1, , ,2, , ,3, , , , , , , , , , , , , , ,E, , , , , ,2, , ,31,2,2,3,1452,2,1187,1439,21,1,2,1,6,2,.359559435735564,-.627872402967095,1,1, , , ,-.329027415991405,1,2,104,90
104,12,1,104,12,1,31,31,31,9,12,2020,1,1,1,6,42,7,19,1,1,1,1,3, , , ,33,3,12,1984,36,1,1,4,1, , , , , , ,3,95, , ,2, , , , , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,1,2,2, , ,3,1,1, ,16,1,2008,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,11,1999, ,95,2,1,2,1, ,2, , , , ,1,1,1,1,8,8,8,1,1,1,8,2, , ,1,2, ,2,2,1,2,1,1,1,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,25,7,6,3,7,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,1020,1199,14,1,1,2,6,2,.245726489295986,-.945462635345501,1,1, , , ,-.635581694348939,1,2,104,90
104,14,1,104,14,1,31,31,31,8,12,2020,1,1,1,6,49,7,31,1,1,1,1,3, , , ,33,3,5,1977,43,1,1,4,1, , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,1,1,0,1,0,2,2, , ,3,1,1, ,16,1,1998,2,2,2,2,2,2, , , , , , , , , ,1,2, ,11,1,1,1, , ,X, ,1,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,1993, ,95,4,1, , , , , , , , ,1,1,2,2,2,2,1,1,1,1,1,2, , ,1,2, ,2,1,1,8,8,1,1,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,20,2,1,2,8,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,6,929,1123,16,1,1,1,6,2,.249077225855604,-.617547624680808,1,1, , , ,-.319061413784564,1,2,104,90
104,14,3,104,14,3,31,31,31,8,12,2020,2,1,1,7,31,7,55,1,1,1,1,3,2,1,1,33,3,1,1998,22,1,2,9,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,1,2,0,2, , ,2, , ,2,1,1, ,17,11,2020,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2015, ,95,3,2,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,10,2, , , , , , , ,1,17,2,2,1,10,1,2,1, , ,2, , ,3, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,31,2,2,3,1452,2,1177,1390,17,1,2,1,6,2,.343283132707954,-.617547624680808,1,1, , , ,-.319061413784564,1,2,104,90
104,16,1,104,16,1,31,31,31,8,12,2020,2,1,1,17,30,17,59,1,1,1,1,3,2,1,1,31,3,7,1975,45,1,1,5,1, , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,1,1,0,1,0,1,2, , ,2,1,1, ,23,1,2002,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,1997, ,95,2,1,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,18,4,5,2,7,2,2,1, , ,2, , ,3, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,31,2,2,3,1452,7,907,1171,22,1,1,1,6,2,.249077225855604,-1.06386174162055,1,1, , , ,-.749866545965786,1,1,104,90
104,16,3,104,16,3,31,31,31,8,12,2020,2,1,1,17,0,17,29,1,1,1,1,3,2,1,1,31,3,1,2002,18,1,2,9,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,1,0,3,2, , , , , , , , , , ,2, ,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,18,3,3,1,3,18,2, , , , ,1,1,1,1,1,2,1,1,1,1,1,2, , ,1,2, ,2,1,8,1,1,1,1,1,18,2, , ,2, , , , , , , , ,2, , , , , , , ,1,18,5,10,2,8,1,2,1, , ,2, , ,3, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,31,2,2,3,1452,1,1225, , ,3,2,1,6,2,.340911995027287,-1.06386174162055,1,1, , , ,-.749866545965786,1,1,104,90
104,18,1,104,18,1,34,31,34,8,12,2020,2,1,1,16,56,17,23,1,1,1,6,3,2,1,2,32,3,3,1974,46,2, , , , , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,2, ,2,0,1,2, , ,1,1,1,2, , ,2,1,1, ,21,7,1998,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,8,1994, ,95,2,1,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,1,1,2, , ,2,2, ,2,2,1,1,1,1,1,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,20,30,5,2,6,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,891,1136,20,1,0,1,6,2,.249077225855604,-1.34560664435756,1,1, , , ,-1.02182108528722,1,1,104,90
104,20,1,104,20,1,34,31,34,7,12,2020,1,1,1,10,50,11,11,1,1,1,6,3, , , ,32,3,10,1996,24,1,2,9,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,2,0,2,2, , , , , , , , , , ,1,2,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,20,12,2018,2,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,10,2015, ,19,3,5,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,1,1,2, , ,1,2, ,1,2,1,1,1,2,2,1,17,2, , ,2, , , , , , , , ,2, , , , , , , ,1,15,4,15,2,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,2,1162,1390,19,1,2,1,6,2,.710796738242989,-2.12283188178401,1,1, , , ,-1.77203849593051,1,1,104,90
105,3,1,105,3,1,34,31,34,13,12,2020,1,1,1,7,41,8,0,1,1,1,4,3, , , ,32,3,8,1974,46,1,1,5,1, , , , , , ,3,95, , ,1, , ,C, , , , , ,1,0,3,2, , , , , , , , , , ,1,3,1,3,1,1,1,0,1,0,4,1,1,0,6,1,1, ,21,10,2012,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,1,1993, ,19,1,3,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,1,1,2, , ,1,1,2,1,2,1,1,2,1,2,1,15,1,1,10,1,1, ,B, , , , ,30,2, , , , , , , ,1,19,0, ,1,9,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,896,1117,18,1,1,1,4,2,.0684683523184405,-1.0195893023586,1,1, , , ,-.707132531234175,1,1,105,80
105,3,3,105,3,3,34,31,34,13,12,2020,2,1,1,8,1,8,19,1,1,1,4,3,2,1,2,32,3,6,2002,18,1,3,10,2,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,2,0,2,1,0, , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,1,9,2019, ,95,3,4,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,1,18,2, , ,2, , , , , , , , ,2, , , , , , , ,1,18,1,1,1,10,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,1,1230,1437,17,1,3,1,4,2,.0747380094456232,-1.0195893023586,1,1, , , ,-.707132531234175,1,1,105,80
105,5,1,105,5,1,31,31,31,14,12,2020,1,1,1,7,0,7,36,1,1,1,4,2, , , ,31,3,5,1972,48,1,1,1,1, , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,2, , ,1,1,0,2, , ,1,1, , , ,11,2009,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,1989, ,95,2,2,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,16,0, ,2,9,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,869,1075,17,1,1,1,4,2,.0684683523184405,-.955167474648242,1,1, , , ,-.644949299853515,1,2,105,80
105,11,1,105,11,1,31,31,31,13,12,2020,2,1,1,16,9,16,40,1,1,1,4,2,1, , ,31,3,8,1975,45,2, , , , , , , , , ,1,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,2, ,1,2,1,2, , ,1,1,1,1,0,1,3,1,1, ,15,4,1995,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,4,1989, ,95,1,3,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,15,6,2,3,7,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,908,1072,13,1,0,1,4,2,.0684683523184405,-.569573410052753,1,2, , , ,-.272754256807676,1,2,105,80
105,13,3,105,13,3,31,31,31,15,12,2020,2,1,1,12,12,12,42,1,1,1,4,3,2,1,1,33,3,8,2005,15,1,2,9,1,2, , ,1,2,9, ,95, , ,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,1,3,2,7,2,2,1, , ,2, , ,3, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,31,2,2,3,1452,1,1268, , ,3,2,1,4,2,.0981558897919071,-2.07225915565545,1,1, , , ,-1.72322312321955,1,1,105,80
105,13,4,105,13,4,31,31,31,15,12,2020,2,1,1,12,45,13,18,1,1,1,4,3,1, , ,33,3,2,1999,21,1,2,9,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,1,2, , ,2, , ,1,1, , , ,10,2019,2,2,2,2,2,2, , , , , , , , , ,1,2, ,21,1,2,2, , , , ,3,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,2018, ,95,1,3,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,16,10,3,2,8,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,2,1190,1423,19,1,2,1,4,2,.0988385912874835,-2.07225915565545,1,1, , , ,-1.72322312321955,1,1,105,80
105,15,1,105,15,1,31,31,31,14,12,2020,2,1,1,14,51,15,20,1,1,1,1,3,1, , ,33,3,1,1988,32,1,2,6,1, , , , , , , ,95, , ,1, , ,C, , , , , ,0,0,0,2, , , , , , , , , , ,2, ,1,3,1,1,1,2,2, , ,2, , ,3,1,1, ,18,11,2018,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,2,2004, ,95,2,1,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,16,4,2,3,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,4,1057,1250,16,1,2,1,4,2,.0901091048788553,-1.5878609146239,1,1, , , ,-1.25565725349797,1,1,105,80
105,17,1,105,17,1,34,31,34,15,12,2020,2,1,1,7,26,7,45,1,1,1,4,3,2,1,2,32,3,1,1974,46,2, , , , , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,2, ,2,0,1,1,2,0,1,0,4,2, , ,6,1,1, ,20,3,2006,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,1,1993, ,95,2,1,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,20,30,6,2,6,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,7,889,1117,19,1,0,1,4,2,.0684683523184405,-1.62890312592531,1,1, , , ,-1.2952732875727,1,1,105,80
105,17,3,105,17,3,34,31,34,15,12,2020,1,1,1,7,46,8,9,1,1,1,4,3, , , ,32,3,1,2002,18,1,2,9,1,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,0,0,1,2, , , , , , , , , , ,2, ,1,3,1,1,1,0,2, , ,2, , ,1,1, , , ,11,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,1,10,2017, ,95,1,2,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,1,2,2,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,1,1225,1414,15,1,2,1,4,2,.0747380094456232,-1.62890312592531,1,1, , , ,-1.2952732875727,1,1,105,80
106,3,3,106,3,3,34,31,34,16,12,2020,1,1,1,8,45,9,3,1,1,1,4,3, , , ,34,3,2,1998,22,1,3,12,2,2, , ,2, , , ,95, , ,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,1,3,1,3,1,1,0,2,2, , ,2, , ,2,1,1, ,20,2,2020,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,2,2,2016, ,18,2,1,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,2,1,2, , ,2,2, ,2,2,1,1,1,1,2,1,0, , , ,2, , , , , , , , ,2, , , , , , , ,1,16,0, ,3,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,2,1178,1394,18,1,3,1,4,2,.0935436667542254,-1.70469076286725,1,1, , , ,-1.36842737728499,1,1,106,80
106,5,1,106,5,1,34,31,34,18,12,2020,1,1,1,10,28,10,37,1,1,1,4,3,2,2, ,32,3,3,1981,39,2, , , , , , , , , ,2,95, , ,1, , ,C, , , , , ,0,0,1,2, , , , , , , , , , ,1,2,1,3,1,1,1,2,1,0,3,2, , ,6,1,1, ,20,11,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,1,2,2000, ,95,1,3,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,20,0, ,2,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,975,1202,18,1,0,1,4,2,.0639286708756949,-2.18283770148789,1,1, , , ,-1.82995917132036,1,1,106,80
106,7,1,106,7,1,31,31,31,17,12,2020,1,1,1,12,23,12,54,1,1,1,4,2, , , ,31,3,7,1984,36,2, , , , , , , , , ,1,95, , ,1, , ,C, , , , , ,0,0,0,2, , , , , , , , , , ,2, ,1,3,1,1,1,2,1,0,2,2, , ,5,1,1, ,26,10,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,2009, ,95,1,2,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,30,2, , , , , , , ,1,18,7,3,2,9,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,1015,1315,25,1,0,1,4,2,.0639286708756949,-2.24332980236098,1,1, , , ,-1.88834923007817,1,1,106,80
106,9,1,106,9,1,31,31,31,17,12,2020,1,1,1,7,26,8,0,1,1,1,4,2,1, , ,31,3,3,1986,34,2, , , , , , , , , ,1,95, , ,1, , ,C, , , , , ,0,0,1,2, , , , , , , , , , ,2, ,1,3,1,1,2,3,1,1,0,2, , ,6,1,1, ,21,9,2018,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2004, ,95,1,2,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1,1, ,B, , , , ,4,2, , , , , , , ,1,18,7,2,3,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,4,1035,1258,18,1,0,1,4,2,.0852818314032023,-2.41088557271779,1,1, , , ,-2.05008259914845,1,1,106,80
106,13,1,106,13,1,34,31,34,18,12,2020,1,1,1,14,57,15,21,1,1,1,4,3, , , ,32,3,3,1983,37,1,1,5,1, , , , , , ,3,95, , ,1, , ,C, , , , , ,1,0,1,2, , , , , , , , , , ,1,3,1,3,1,1,2,0,1,2,0,2, , ,4,1,1, ,19,10,2010,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,6,2001, ,95,1,2,2,1, ,2, , , , ,1,1,1,1,2,2,1,1,1,1,1,2, , ,2,2, ,2,2,1,1,1,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,18,30,9,2,8,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,2,2,3,1452,5,999,1218,18,1,1,1,4,2,.0639286708756949,-1.51744253079241,1,1, , , ,-1.18768584053321,1,1,106,80
