HH1,HH2,LN,MWM1,MWM2,MWM3,MWMINT,MWM4,MWM5,MWM6D,MWM6M,MWM6Y,MWM8,MWM9,MWM17,MWM7H,MWM7M,MWM10H,MWM10M,MWM11,MWM12,MWM13,MWM14,MWM15,MWM22,MWM23,MWM24,MWMHINT,MWMFIN,MWB3M,MWB3Y,MWB4,MWB5,MWB6A,MWB6B,MWB7,MWB9,MWB10A,MWB10B,MWB11,MWB12A,MWB12B,MWB14,MWB15,MWB16,MWB17,MWB18,MWB19A,MWB19B,MWB19C,MWB19D,MWB19E,MWB19F,MWB19X,MWB19NR,MMT1,MMT2,MMT3,MMT4,MMT5,MMT6A,MMT6B,MMT6C,MMT6D,MMT6E,MMT6F,MMT6G,MMT6H,MMT6I,MMT9,MMT10,MMT11,MMT12,MCM1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MCM9,MCM10,MCM11,MCM12,MCM15,MCM16,MCM17,MCM18M,MCM18Y,MDV1A,MDV1B,MDV1C,MDV1D,MDV1E,MVT1,MVT2,MVT3,MVT5,MVT6,MVT7A,MVT7B,MVT7X,MVT7NR,MVT8,MVT9,MVT10,MVT11,MVT12,MVT13,MVT14,MVT17,MVT18A,MVT18B,MVT18X,MVT18NR,MVT19,MVT20,MVT21,MVT22A,MVT22B,MVT22C,MVT22D,MVT22E,MVT22F,MVT22X,MMA1,MMA3,MMA4,MMA5,MMA6,MMA7,MMA8M,MMA8Y,MMA11,MSB1,MSB2U,MSB2N,MSB3,MSB4,MSB6,MSB7,MSB8,MSB9,MSB12,MSB13,MHA1,MHA2,MHA3,MHA4,MHA5,MHA6,MHA7,MHA8A,MHA8B,MHA8C,MHA10,MHA24,MHA25,MHA26,MHA27,MHA28,MHA29,MHA30,MHA31,MHA32,MHA33,MHA34,MHA35,MHA36,MTA1,MTA2,MTA3,MTA4,MTA5,MTA6,MTA7,MTA8A,MTA8B,MTA8C,MTA8D,MTA8X,MTA8NR,MTA9,MTA10,MTA11,MTA12A,MTA12B,MTA12C,MTA12X,MTA12NR,MTA13,MTA14,MTA15,MTA16,MTA17,MLS1,MLS2,MLS3,MLS4,MWM25$1,MWM25$2,MWM25$3,MWM26A$1,MWM26A$2,MWM26A$3,MWM26B$1,MWM26B$2,MWM26B$3,MWM27A$1,MWM27A$2,MWM27A$3,MWM27B$1,MWM27B$2,MWM27B$3,MWM27C$1,MWM27C$2,MWM27C$3,MWM27D$1,MWM27D$2,MWM27D$3,MWM27E$1,MWM27E$2,MWM27E$3,MWM27X$1,MWM27X$2,MWM27X$3,MWM28$1,MWM28$2,MWM28$3,HH4,HH6,HH7,HH7A,MWDOI,MWAGE,MWDOB,MWDOM,MWAGEM,MMSTATUS,mwelevel,minsurance,ethnicity,ethnicity2,mnweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,PSU,stratum
447,5,1,447,5,1,204,201,204,6,1,2021,2,1,1,12,0,12,22,1,1,1,2,3,2,1,1,202,3,1,1976,45,1,2,8,2, , , , , , , ,26,3,1,1, , ,C, , , , , ,1,0,3,2, , , , , , , , , , ,1,1,1,2,1,1,0,1,1,0,1,2, , ,2,1,1, ,20,10,1997,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,3,1994, ,18,3,2,2,1, ,2, , , , ,1,1,1,1,2,2,1,1,8,2,1,2, , ,1,1,2,2,1,1,8,8,1,2,1,30,1,10,30,2, , , , , , , , ,2, , , , , , , ,1,16,0, ,3,6,3,2,1, , ,2, , ,1, , , , , , , , , , , , , , ,E, , , , , ,2, , ,201,2,5,3,1453,7,913,1131,18,1,2,1,2,2,.329767916911727,.0412819876141455,2,3, , , ,.316874505419059,2,4,447,20
447,5,4,447,5,4,204,201,204,6,1,2021,2,1,1,12,25,12,42,1,1,1,1,3,2,1,1,202,3,5,1993,27,1,2,8,2, , , , , , , ,5,3,5,2, , , , , , , , ,1,0,0,1,0, , , , , , , , , ,1,3,1,2,1,1,0,1,2, , ,2, , ,1,1, , , ,6,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,1,2016, ,22,1,4,2,1, ,2, , , , ,1,1,2,1,2,2,1,2,1,1,2,2, , ,1,2, ,1,1,1,1,1,1,1,1,17,1,5,30,2, , , , , , , , ,2, , , , , , , ,1,17,2,3,2,6,1,1,1, , ,2, , ,4, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,3,1121,1393,22,1,2,2,2,2,.424315707708562,.0412819876141455,2,3, , , ,.316874505419059,2,4,447,20
447,7,1,447,7,1,204,201,204,6,1,2021,1,1,1,10,45,11,3,1,1,1,2,3,2,1,1,204,3,5,1971,49,1,1,5,1, , , , , , ,3,27,3,1,1, , ,C, , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,2,1,2, , ,1,2,1,2, , ,3,1,1, ,23,11,1999,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,12,1993, ,22,3,6,2,1, ,2, , , , ,1,1,1,8,8,8,8,8,8,8, ,2, , ,2,2, ,8,8,1,8,8,1,1,1,22,1,14,30,2, , , , , , , , ,2, , , , , , , ,1,22,10,4,3,6,2,2,1, , ,2, , ,1, , , , , , , , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,7,857,1128,22,1,1,1,2,2,.329767916911727,-.594061201549446,1,1, , , ,-.296391121186724,1,2,447,20
447,9,2,447,9,2,204,201,204,6,1,2021,1,1,1,17,38,18,4,1,1,1,2,3,2,1,1,204,3,5,1987,33,1,2,8,1, , , , , , , ,24,3,1,1, , ,C, , , , , ,1,2,2,2, , , , , , , , , , ,1,2,1,3,1,1,0,1,2, , ,2, , ,1,1, , , ,10,2007,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,3,3,2,2,2,2,2,2,2,3, , ,1,2,1,7,2007, ,20,3,1,1,4,32,2, , , , ,1,1,2,1,2,2,1,1,8,2,8,2, , ,2,2, ,1,1,1,2,2,2,2,1,20,1,2,2,1,2, , , , , , , ,2, , , , , , , ,1,20,10,3,3,6,2,2,1, , ,2, , ,2, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,4,1049,1291,20,2,2,1,2,2,.44117742725282,-.103879640208046,1,2, , , ,.176757104046287,2,3,447,20
447,17,1,447,17,1,201,201,201,5,1,2021,1,1,1,19,6,19,32,1,1,1,2,3,1, , ,202,3,6,1984,36,1,2,9,1, , , , , , , ,10,3,1,1, , ,C, , , , , ,2,0,3,2, , , , , , , , , , ,1,3,1,3,1,1,1,2,2, , ,2, , ,3,1,1, ,23,7,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,1,2, , , ,1,12,2007, ,21,1,4,1,1, ,2, , , , ,1,1,1,1,2,8,1,2,2,2, ,1,3,1, ,2, ,2,1,2,2,2,2,2,1,25,1,15,30,1,2, , , , , , , ,2, , , , , , , ,1,18,3,4,2,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1453,5,1014,1296,23,1,2,1,2,2,.524920891283853,-.0591156642106035,1,2, , , ,.21996557508629,2,3,447,20
447,19,1,447,19,1,204,201,204,5,1,2021,2,1,1,14,59,15,17,1,1,1,1,3,2,1,1,202,3,8,1990,30,1,3,10,2, , , , , , , ,5,3,5,2, , , , , , , , ,1,0,0,2, , , , , , , , , , ,1,1,1,2,1,1,1,1,2, , ,2, , ,2,1,1, ,24,1,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,5,2013, ,22,3,6,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,2,1,2, , ,2,2, ,2,2,2,1,8,1,2,1,18,1,10,30,2, , , , , , , , ,2, , , , , , , ,1,18,5,5,1,8,2,2,1, , ,2, , ,1, , ,A, , ,B, , , , , , , , , , , , , , ,2, , ,201,2,5,3,1453,4,1088,1361,22,1,3,2,1,1,.69870100242085,-.0585467529250063,1,2, , , ,.220514717253855,2,3,447,20
448,2,1,448,2,1,201,201,201,24,12,2020,1,1,1,19,55,20,26,1,1,1,1,3, , , ,203,3,11,1980,40,1,2,9,1, , , , , , , ,19,3,1,2, , , , , , , , ,0,1,3,2, , , , , , , , , , ,1,1,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,25,1,2012,1,2,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,10,2003, ,22,2,7,1,1, ,2, , , , ,1,1,2,1,2,1,1,1,1,2,2,2, , ,2,2, ,2,8,1,1,2,2,2,1,18,2, , ,1,2, , , , , , , ,2, , , , , , , ,1,20,9,5,2,6,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1452,6,971,1246,22,1,2,2,1,1,1.40413224290945,.707842653457934,4,7, , , ,.960272831523102,4,8,448,15
448,2,3,448,2,3,204,201,204,25,12,2020,2,1,1,10,28,10,53,1,1,1,1,3,2,1,1,203,3,10,2004,16,1,3,11,2,1,3,11,1,3,10, ,95, , ,1, , , ,D, , , , ,2,0,1,1,0, , , , , , , , , ,1,3,1,2,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,2,2,8,2,8,1,8,2, , ,1,2, ,1,8,1,1,2,2,1,1,14,2, , ,1,2, , , , , , , ,2, , , , , , , ,1,13,0, ,3,8,2,2,1, , ,2, , ,3, , , , , , , , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1452,1,1258, , ,3,3,1,1,1,1.92183577831361,.707842653457934,4,7, , , ,.960272831523102,4,8,448,15
448,6,3,448,6,3,204,201,204,24,12,2020,2,1,1,19,32,19,53,1,1,1,1,3,2,1,1,203,3,1,2004,16,1,3,10,2,2, , ,1,3,10, ,95, , ,1, , , , ,E, , , ,2,0,1,1,0, , , , , , , , , ,1,3,1,1,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,8,2,2, , , , , , , , , ,1,1,1,26,1,1,2, , , , ,3,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,1,2,2,2,2,2, ,2, , ,1,2, ,1,2,1,1,1,2,1,1,14,1,10,30,1,2, , , , , , , ,2, , , , , , , ,1,16,1,3,2,6,1,2,1, , ,2, , ,3, , , , , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1452,1,1249, , ,3,3,1,1,1,1.24757596374719,.494939072309902,3,5, , , ,.754767444314577,3,6,448,15
448,8,1,448,8,1,204,201,204,24,12,2020,1,1,1,17,7,17,21,1,1,1,1,3, , , ,204,3,5,1978,42,1,2,8,1, , , , , , , ,40,3,2,1, , , , ,E, , , ,0,0,1,2, , , , , , , , , , ,2, ,1,3,1,1,0,1,1,0,1,2, , ,2,1,1, ,23,10,2011,2,2,2,8,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,2,8,2000, ,22,1,8,2,1, ,2, , , , ,1,1,1,1,2,2,1,1,2,2,1,2, , ,1,2, ,8,2,2,1,1,1,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,20,2,2,3,6,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1452,6,941,1208,22,1,2,1,1,1,.870242945287864,.6102453956904,3,6, , , ,.866066984257143,4,7,448,15
448,14,1,448,14,1,204,201,204,24,12,2020,1,1,1,15,55,16,9,1,1,1,3,3, , , ,204,3,98,1978,42,1,1,4,2, , , , , , ,2,95, , ,1, , , , ,E, , , ,0,0,0,2, , , , , , , , , , ,2, ,1,1,1,1,1,1,2, , ,2, , ,2,1,1, ,21,11,1999,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,98,1997, ,19,2,1,2,1, ,2, , , , ,1,1,8,8,2,8,2,1,8,8,1,2, , ,2,2, ,8,8,8,1,8,1,8,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,19,2,2,3,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1452,6,945,1174,19,1,1,1,3,2,.870242945287864,-.719532642794679,1,1, , , ,-.417502550960115,1,2,448,15
448,14,4,448,14,4,204,201,204,24,12,2020,2,1,1,15,36,15,49,1,1,1,3,3,2,1,1,204,3,12,2001,19,1,3,12,1,2, , ,2, , , ,95, , ,2, , , , , , , , ,0,0,0,1,0, , , , , , , , , ,1,0,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,8,8,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,2,2,8,1,1,8,1,2, , ,1,2, ,1,2,1,1,2,2,1,1,19,1,12,30,2, , , , , , , , ,2, , , , , , , ,1,17,0, ,2,6,1,1,1, , ,2, , ,4, , , , , ,B, , , , , , , , , , , , , , ,2, , ,201,2,5,3,1452,1,1224, , ,3,3,2,3,2,1.19110150523556,-.719532642794679,1,1, , , ,-.417502550960115,1,2,448,15
448,16,3,448,16,3,201,201,201,24,12,2020,2,1,1,17,22,17,41,1,1,1,1,3,2,1,2,203,3,4,1987,33,1,2,9,1, , , , , , , ,95, , ,1, , , , , ,F, , ,1,0,3,2, , , , , , , , , , ,2, ,2,3,1,2, , ,1,1,0,2, , ,1,1, , , ,99,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,8,2,3, , ,1,2,1,6,2012, ,25,4,1, , , , , , , , ,1,8,1,1,2,8,2,1,8,1,1,2, , ,2,2, ,1,8,8,2,1,2,2,1,19,2, , ,2, , , , , , , , ,2, , , , , , , ,1,18,0, ,2,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1452,4,1048,1350,25,2,2,1,1,1,1.36161144114137,.149526088179582,2,3, , , ,.421357227972569,2,4,448,15
448,20,3,448,20,3,204,201,204,24,12,2020,2,1,1,12,56,13,11,1,1,1,1,3,2,1,1,204,3,10,1990,30,1,1,3,2, , , , , , ,3,6,3,5,2, , , , , , , , ,0,0,0,2, , , , , , , , , , ,1,1,1,3,1,1,0,2,2, , ,2, , ,2,1,1, ,26,10,2018,2,2,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,98,2014, ,20,1,4,2,1, ,2, , , , ,1,1,2,1,2,2,2,1,1,2,1,2, , ,2,2, ,2,2,1,1,1,2,1,1,18,1,10,30,1,2, , , , , , , ,2, , , , , , , ,1,18,1,6,2,7,2,2,1, , ,2, , ,3, , , , , , , , , , , , , , ,E, , , , , ,2, , ,201,2,5,3,1452,4,1090,1371,23,1,1,2,3,2,.932714526593435,-.15741731690739,1,2, , , ,.125079809934952,2,3,448,15
449,2,2,449,2,2,204,201,204,10,1,2021,2,1,1,9,27,9,44,1,1,1,1,3,2,1,1,204,3,2,1984,36,1,2,9,1, , , , , , , ,18,3,3,1,A, , , , , , , ,3,0,0,2, , , , , , , , , , ,1,3,1,2,1,1,0,1,1,0,1,2, , ,2,1,1, ,29,2,2015,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2,2,2,2,2,3, , ,1,2,1,11,2012, ,19,2,2,1,3,35,2, , , , ,1,1,2,1,2,2,1,1,1,2,8,2, , ,1,2, ,2,2,1,2,1,1,2,1,25,2, , ,1,2, , , , , , , ,2, , , , , , , ,1,25,5,3,3,6,2,2,1, , ,2, , ,2, , , , , , , , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,5,1010,1355,28,2,2,1,1,1,1.16402543378845,.27195841669259,2,4, , , ,.539535151247673,3,5,449,15
449,4,1,449,4,1,204,201,204,9,1,2021,1,1,1,19,32,19,50,1,1,1,1,3,2,1,1,204,3,4,1975,45,1,3,11,1, , , , , , , ,5,3,6,1,A, , , , , , , ,2,3,2,1,0, , , , , , , , , ,1,3,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,30,9,2013,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,11,2003, ,20,1,4,2,1, ,2, , , , ,1,1,1,1,2,2,1,1,2,2,1,2, , ,1,1,2,2,1,1,1,1,1,1,1,30,1,0,2,2, , , , , , , , ,2, , , , , , , ,1,18,4,3,2,7,1,2,1, , ,2, , ,1, , , , , , , , , , , , , , ,E, , , , , ,2, , ,201,2,5,3,1453,7,904,1247,28,1,3,1,1,1,1.22465939731216,.533486942578743,3,6, , , ,.791975813299945,4,7,449,15
449,4,3,449,4,3,204,201,204,9,1,2021,1,1,1,19,10,19,27,1,1,1,1,3,2,1,1,204,3,9,2005,15,1,3,10,2,1,3,10,1,2,9, ,6,1,5,1, , , ,D, , , , ,0,0,2,1,2,1,1,2,2,2,2,2,2,1,1,3,1,2,2, , , , , , ,2, , ,0,1, , , , , ,2,8,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,2,1,2,2,1,1,8,2,1,2, , ,1,2, ,1,1,1,1,1,8,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,13,0, ,2,7,2,2,1, , ,2, , ,3, , , , , , , , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,1,1269, , ,3,3,1,1,1,1.67619129742772,.533486942578743,3,6, , , ,.791975813299945,4,7,449,15
449,6,1,449,6,1,201,201,201,14,1,2021,2,2,2,17,58, , , , , , , , , , ,203, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,449,15
449,8,1,449,8,1,201,201,201,9,1,2021,1,1,1,20,2,20,20,1,1,1,1,3, , , ,203,3,10,2000,20,1,2,6,1,2, , ,2, , , ,0,3,5,1,A, , , , , , , ,0,0,0,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,1,2, ,2,2, , , , ,3,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,8,8,1,1,1,1,8,2, , ,2,2, ,2,8,8,2,2,2,2,1,18,2, , ,2, , , , , , , , ,2, , , , , , , ,1,18,0, ,2,7,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1453,2,1210, , ,3,2,1,1,1,1.68698674490074,-.0232942619926922,2,3, , , ,.254542218153772,2,3,449,15
449,10,1,449,10,1,204,201,204,9,1,2021,2,1,1,16,49,17,5,1,1,1,1,3,2,1,1,204,3,3,1981,39,1,2,9,1, , , , , , , ,13,1,5,1,A, , , , , , , ,1,0,3,1,0, , , , , , , , , ,1,3,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,25,10,2014,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,12,2005, ,25,1,4,1,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,2,8,2, , ,1,2, ,2,1,2,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,10,1,2,7,2,2,1, , ,2, , ,1, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,5,975,1272,24,1,2,1,1,1,1.20818454297107,.609844591674251,3,6, , , ,.865680107793678,4,7,449,15
449,12,3,449,12,3,204,201,204,10,1,2021,2,1,1,17,59,18,18,1,1,1,1,3,2,1,1,203,3,8,1986,34,1,4, , , , , , , , , ,3,3,6,1,A, , , , , , , ,3,0,3,1,3,1,1,1,1,2,1,2,1,2, ,3,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,26,5,2016,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,1,2,1,4,2012, ,20,3,6,1,3,30,2, , , , ,1,1,2,1,2,2,1,1,1,2,1,2, , ,1,2, ,1,1,2,1,1,1,1,1,15,1,10,30,2, , , , , , , , ,2, , , , , , , ,1,20,4,1,2,7,1,2,1, , ,2, , ,3, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,4,1040,1348,25,2,4,1,1,1,1.18757350335204,.49684041295638,3,5, , , ,.756602715208861,3,6,449,15
449,12,4,449,12,4,204,201,204,10,1,2021,2,1,1,17,39,17,57,1,1,1,1,3,2,1,1,203,3,3,1988,32,1,5, , , , , , , , , ,12,1,6,1,A, , , , , , , ,3,0,3,1,0, , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,26,4,1, , , , , , , , ,1,1,2,1,2,2,1,1,1,2,2,2, , ,1,1,2,1,1,1,1,1,2,1,1,14,2, , ,2, , , , , , , , ,2, , , , , , , ,1,14,1,3,2,7,1,2,1, , ,2, , ,4, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1453,4,1059, , ,3,5,1,1,1,1.18757350335204,.49684041295638,3,5, , , ,.756602715208861,3,6,449,15
449,14,1,449,14,1,204,201,204,9,1,2021,2,1,1,15,44,15,58,1,1,1,1,3, , , ,203,3,9,1995,25,1,2,6,1, , , , , , , ,0,1,5,1,A, , , ,E, , , ,1,0,0,2, , , , , , , , , , ,1,3,1,3,1,2, , ,1,3,0,2, , ,3,1,1, ,17,9,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2016, ,19,2,2,1,1, ,2, , , , ,1,1,2,1,2,2,2,8,8,1,1,2, , ,2,2, ,2,8,1,2,2,2,1,1,20,1,8,10,2, , , , , , , , ,2, , , , , , , ,1,20,1,2,3,6,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1453,3,1149,1402,21,1,2,1,1,1,1.2560800608217,-.160584647217675,1,2, , , ,.12202254129568,2,3,449,15
449,16,1,449,16,1,204,201,204,9,1,2021,1,1,1,20,45,20,54,1,1,1,1,3, , , ,204,3,10,1990,30,1,4, , , , , , , , , ,2,1,6,1,A, , , , , , , ,2,0,0,1,0, , , , , , , , , ,1,3,1,3,1,2, , ,1,0,1,2, , ,1,1, , , ,2,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,8,2017, ,26,1,3,1,1, ,1,1,3,30,1,1,1,1,1,2,2,2,2,2,1,2,2, , ,1,1,2,2,2,2,1,1,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,25,0, ,3,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1453,4,1090,1412,26,1,4,1,1,1,1.60816565943606,-.530606611190641,1,2, , , ,-.235141516593283,1,2,449,15
449,20,1,449,20,1,204,201,204,10,1,2021,2,1,1,8,43,9,7,1,1,1,1,3,2,1,1,202,3,6,1982,38,1,1,5,2, , , , , , ,3,1,1,5,2, , , , , , , , ,0,0,0,2, , , , , , , , , , ,1,2,1,2,1,1,0,1,2, , ,2, , ,1,1, , , ,3,2011,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2, , , ,2,98,9998,27,18,1,2,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,2,1,8,2, , ,2,2, ,2,8,1,2,2,2,2,1,15,1,11,30,2, , , , , , , , ,2, , , , , , , ,1,14,8,7,3,6,2,2,1, , ,2, , ,1, , , , , , , , , , , , , , , , , ,X, , ,2, , ,201,2,5,3,1453,5,990,1323,27,1,1,2,1,1,.748799894337461,-.152919476745082,1,2, , , ,.129421354493164,2,3,449,15
450,1,1,450,1,1,204,201,204,27,12,2020,2,1,1,8,36,8,52,1,1,1,6,3, , , ,204,3,10,1989,31,1,1,4,2, , , , , , ,2,12,3,5,1,A, , , , , , , ,2,0,2,2, , , , , , , , , , ,1,3,1,2,1,1,1,1,2, , ,2, , ,2,1,1, ,25,2,2020,2,2,2,8,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,98,2013, ,24,1,4,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,2,2,1,1,2,1, ,1,2,2,1,1,2,1,2,1,1,19,1,10,30,1,2, , , , , , , ,2, , , , , , , ,1,17,0, ,2,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,201,2,5,3,1452,4,1078,1361,23,1,1,1,6,2,.376935157754864,.435403910847071,3,5, , , ,.697301072246208,3,6,450,90
450,5,1,450,5,1,204,201,204,27,12,2020,2,1,1,18,30,18,46,1,1,1,6,3,2,1,1,204,3,1,1974,46,1,1,4,2, , , , , , ,3,41,3,5,1, , ,C, , , , , ,0,0,2,2, , , , , , , , , , ,1,3,1,2,1,1,1,1,1,0,1,2, , ,3,1,1, ,23,6,2006,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,9,1992, ,17,1,0,2,1, ,2, , , , ,1,1,1,1,2,2,1,1,1,1,2,2, , ,1,2, ,8,2,2,2,2,2,2,1,21,1,20,30,2, , , , , , , , ,2, , , , , , , ,1,19,10,5,3,6,1,2,1, , ,2, , ,1, , ,A, , ,B, , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1452,7,889,1113,18,1,1,1,6,2,.286409783085338,.464129969306434,3,5, , , ,.725028927901963,3,6,450,90
450,5,3,450,5,3,201,201,201,27,12,2020,2,1,1,18,51,19,2,1,1,1,1,3,2,1,1,204,3,4,1995,25,1,2,6,2, , , , , , , ,95, , ,2, , , , , , , , ,0,0,1,1,0, , , , , , , , , ,1,3,1,3,1,1,0,1,2, , ,2, , ,1,1, , , ,5,2018,1,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,2, , , ,1,12,2017, ,20,2,7,1,1, ,2, , , , ,1,1,8,1,2,8,1,1,1,8,8,1,2,1, ,2, ,1,1,1,2,8,2,2,1,16,1,18,30,1,1, ,B, , , , ,5,2, , , , , , , ,1,20,10,4,2,7,1,1,1, , ,2, , ,3, , , , , , , , ,C, , , , , , , , , , , ,2, , ,201,2,5,3,1452,3,1144,1416,22,1,2,2,6,2,.368526359212325,.464129969306434,3,5, , , ,.725028927901963,3,6,450,90
